0.0146;0.0185;0.0127;0.0186;0.0135;0.0134;0.0125;0.0121;0.0108;0.0122;0.0126;0.0127;0.011;0.0109;0.0127;0.0111;0.0117;0.0105;0.0123;0.0105;0.0113;0.0102;0.0164;0.0103;0.0137;0.016;0.0114;0.0103;0.0106;0.0103;0.0112;0.0111;0.0105;0.0132;0.0106;0.0104;0.0101;0.0111;0.0132;0.0111;0.0116;0.0106;0.0105;0.0102;0.0104;0.0108;0.0106;0.0118;0.0106;0.0131;0.0137;0.0107;0.0106;0.0115;0.0105;0.0125;0.0109;0.0104;0.0107;0.0102;0.0107;0.0105;0.0122;0.0109;0.0106;0.0107;0.0103;0.011;0.0105;0.0114;0.0109;0.0103;0.0108;0.0102;0.0108;0.0108;0.0125;0.0106;0.0105;0.0104;0.0151;0.0124;0.0163;0.0186;0.0125;0.0113;0.0109;0.0106;0.0125;0.0106;0.0122;0.0111;0.0117;0.0119;0.0117;0.0127;0.0113;0.0123;0.0113;0.0122;srednia;0.011756
0.117;0.1076;0.1057;0.1064;0.1083;0.1068;0.1171;0.1064;0.1066;0.1064;0.1071;0.1075;0.1344;0.1068;0.1166;0.1158;0.1077;0.1614;0.1075;0.139;0.1071;0.1078;0.1062;0.1074;0.1102;0.1082;0.1073;0.1095;0.1063;0.1078;0.1104;0.1071;0.1095;0.1055;0.1054;0.1324;0.1065;0.1094;0.108;0.1055;0.107;0.1057;0.1338;0.108;0.1084;0.1065;0.1104;0.1525;0.1067;0.1069;0.1086;0.1321;0.1057;0.1322;0.1056;0.1333;0.1059;0.1824;0.1068;0.2129;0.1088;0.1071;0.1072;0.107;0.1077;0.1082;0.1064;0.1061;0.1059;0.1166;0.1064;0.1077;0.1073;0.1153;0.1054;0.1077;0.1048;0.1078;0.1098;0.1072;0.1058;0.1052;0.1283;0.1057;0.1062;0.1071;0.1072;0.1056;0.1056;0.1072;0.1056;0.1073;0.1084;0.1062;0.1072;0.1067;0.1063;0.1079;0.106;0.108;srednia;0.112549
4.787;4.7437;4.7412;5.0651;4.802;4.7833;4.9002;4.7955;4.9399;4.9973;9.3156;4.7943;4.9506;4.901;5.6005;4.9059;4.8165;4.8144;5.091;4.9683;4.8217;4.7318;5.4289;5.1125;4.7837;4.9967;5.2554;4.9689;4.8758;4.7884;4.7927;9.2935;4.7751;5.3977;4.8146;4.7821;4.8184;5.534;5.5613;4.8114;4.7778;5.0685;4.8318;4.8364;4.7597;4.7619;4.856;4.7098;5.1243;4.8218;5.1541;4.9452;5.6826;4.7653;4.8619;4.779;5.3734;4.7631;4.7003;4.734;5.2275;4.8511;4.7519;5.6905;5.0137;6.4934;4.8662;4.8511;4.8014;4.9144;4.8032;4.7664;4.7519;4.7752;4.8687;4.8099;4.8117;6.8754;4.716;4.9279;4.9282;4.9217;4.9086;4.7673;4.8019;4.8467;5.1048;4.9905;5.1529;4.9344;4.8351;4.7991;4.8112;4.7912;5.0421;4.8909;4.9452;5.17;4.8598;4.8495;srednia;5.05283
41.3661;43.7691;41.2952;41.5874;41.8104;45.5108;41.7731;41.9271;42.0247;42.3275;42.1609;41.5766;40.9617;41.2923;43.5859;41.0828;40.9602;41.5917;41.837;42.2109;41.6369;42.0875;41.3004;41.8002;52.0781;41.5259;41.4082;41.4004;41.5852;41.7776;40.7098;43.9376;41.8241;41.8852;41.7694;41.7541;47.9689;45.8224;41.3925;44.376;52.6186;44.7341;41.318;41.5548;41.2626;42.9628;41.7639;41.5243;44.9666;41.2231;50.839;40.7806;40.714;40.9002;41.3256;42.2606;41.1436;43.2957;50.4417;43.7836;40.9746;41.605;44.0875;41.4955;41.4814;44.3951;41.2471;40.9929;41.7413;41.7747;45.3542;48.5611;41.4529;42.1111;41.7211;41.3423;41.2013;42.9521;41.6188;43.6109;40.9542;41.3847;41.2622;40.9793;51.6388;41.9795;42.6197;41.3471;43.516;41.0776;41.749;41.6643;44.0473;41.1469;41.3756;41.7648;41.4538;41.4845;41.4351;41.1093;srednia;42.6182
397.06;393.122;395.392;400.211;393.714;395.54;396.359;397.913;400.178;398.143;395.86;396.22;403.773;405.279;428.458;407.749;409.832;401.985;393.765;399.482;393.974;399.428;459.594;408.418;406.268;394.031;410.967;395.905;399.095;403.633;391.984;400.229;392.999;393.493;396.4;406.535;411.218;395.742;388.754;417.546;421.014;417.528;403.375;397.955;402.849;400.775;391.101;388.623;390.381;394.714;388.656;396.096;390.794;389.216;389.936;391.069;391.22;389.597;388.36;388.172;388.036;391.825;392.934;401.088;390.188;393.374;407.546;390.044;392.322;388.787;390.231;390.32;389.715;390.88;390.22;387.39;391.309;392.034;390.605;389.221;393.214;390.373;387.608;391.043;389.647;388.658;389.445;389.325;390.95;390.037;390.276;389.679;390.817;391.717;389.99;388.068;394.326;388.135;402.832;392.167;srednia;396.441
4103.3;4126.52;4126.13;4119.57;4122.43;4121.44;4120.12;4193.04;4113.97;4126.35;4122.69;4117.04;4110.08;4101.08;4234.62;4183.42;4112.39;4113.88;4120.46;4125.51;4126.49;4149.23;4124.52;4118.47;4119.38;4114.24;4190.17;4122.63;4114.79;4129.8;4128.7;4132.23;4123.43;4131.21;4119.44;4115.55;4122.13;4127.45;4120.89;4119.58;4115.88;4120.74;4116.31;4129.12;4123.98;4117.57;4108.25;4124.31;4149.1;4121.14;4115.05;4199.94;4173.48;4122.66;4127.62;4120.93;4123.47;4123.02;4117.92;4149.26;4114.91;4123.67;4116.26;4131.85;4118.97;4202.03;4118.1;4118.03;4129.62;4112.9;4104.88;4117.44;4121.69;4111.5;4108.74;4115.17;4109.85;4121.76;4116.1;4125.5;4111.92;4112.59;4124.64;4108.69;4104.22;4122.01;4116.8;4123.87;4123.43;4127.16;4099.44;4119.08;4119.32;4122.56;4118.02;4108.89;4127.55;4106.05;4101.5;4122.11;srednia;4125.23
47738.4;47805.5;47760.3;47779.1;47673.9;47717;47709.4;47670.3;47858.7;47823.3;47681.4;47701.4;47700.9;47769.8;47751.2;47703.6;170659;47843;47841.2;47715.2;47796.2;47699.7;47675.3;47722.2;47719.4;47725.1;47700.2;47725.5;47735.2;47793.1;47700.3;47755.1;47728.7;47704.8;47699.3;47811.6;47797.3;47760.2;47727.2;47712.6;47820.1;47731.2;47649.8;47779.4;47783.2;47754.5;47691.6;47712.7;47770.8;47705.4;47644;47684.1;47681.3;47627.1;47796.8;47792.1;47734.2;47833.8;47662.8;47663.3;47873.4;47797.3;47653.7;47808.7;47637.3;47751.1;47754.1;47682.7;47809.1;47746.2;47780.3;47610.4;47674.2;47702.5;47826.4;47815.2;47749.4;47748.7;47757.7;47734.7;47736.7;47704.9;47808.1;47668.8;47762.6;47801;47728;48090.4;47918.2;47760.8;47729.3;47655.4;47762.7;47797.3;47784.1;47693.5;47648.6;47639.6;47648.8;47795.2;srednia;48971.6

0.0066;0.0032;0.0032;0.003;0.0031;0.0031;0.0031;0.0031;0.0031;0.0031;0.003;0.0036;0.0031;0.0034;0.0031;0.003;0.0031;0.003;0.003;0.0031;0.0031;0.003;0.0031;0.0031;0.0031;0.0031;0.0031;0.0031;0.0031;0.003;0.0031;0.0031;0.0032;0.0031;0.0031;0.0031;0.0031;0.003;0.0031;0.0031;0.0032;0.0031;0.003;0.0031;0.0031;0.0031;0.0031;0.0033;0.0031;0.0038;0.003;0.0031;0.0031;0.0032;0.0032;0.003;0.0031;0.0038;0.0032;0.0032;0.0031;0.0032;0.0031;0.0031;0.003;0.0034;0.0032;0.0031;0.0031;0.0032;0.0031;0.0031;0.0031;0.0037;0.0032;0.0031;0.0032;0.0031;0.0032;0.0031;0.0031;0.0031;0.0031;0.0031;0.0032;0.0032;0.0032;0.0031;0.0032;0.0031;0.0031;0.0031;0.0031;0.0032;0.003;0.0031;0.003;0.0031;0.0031;0.0031;srednia;0.003173
0.0022;0.0035;0.0057;0.0039;0.0044;0.0038;0.0036;0.0037;0.0036;0.0037;0.0035;0.0036;0.0038;0.0035;0.0035;0.0035;0.0036;0.0035;0.0036;0.0035;0.0036;0.0035;0.0036;0.0037;0.0035;0.0036;0.0036;0.0035;0.0043;0.0036;0.0035;0.0038;0.0035;0.0037;0.0035;0.0037;0.0037;0.0037;0.0036;0.0035;0.0035;0.0036;0.0037;0.0036;0.0035;0.0036;0.0036;0.0036;0.0037;0.0036;0.0034;0.0036;0.0036;0.0039;0.0036;0.0037;0.0037;0.0036;0.0035;0.0036;0.0036;0.0041;0.0036;0.0035;0.0036;0.0036;0.0053;0.0039;0.0037;0.0035;0.0036;0.0036;0.0036;0.0036;0.0037;0.0037;0.0035;0.0037;0.0036;0.0036;0.0036;0.0035;0.0049;0.0037;0.0037;0.0036;0.0036;0.0036;0.0037;0.0038;0.0038;0.0035;0.0043;0.0036;0.0038;0.0037;0.0035;0.0035;0.0035;0.0036;srednia;0.003677
0.0027;0.0043;0.0042;0.0041;0.0041;0.0042;0.0041;0.0041;0.0042;0.0041;0.0041;0.004;0.0041;0.0042;0.0048;0.0042;0.0041;0.0041;0.0041;0.0042;0.0041;0.005;0.0042;0.0041;0.0041;0.004;0.0041;0.0041;0.0043;0.0044;0.0042;0.0041;0.0044;0.0041;0.0042;0.0041;0.0041;0.0043;0.0042;0.0041;0.0041;0.0042;0.0041;0.0042;0.0041;0.0041;0.0041;0.004;0.0041;0.0042;0.0043;0.0041;0.0042;0.0041;0.0052;0.004;0.0043;0.0042;0.0042;0.0044;0.0041;0.0042;0.0042;0.0043;0.0049;0.0041;0.0041;0.0047;0.0047;0.0042;0.0044;0.0041;0.0042;0.0041;0.0041;0.0042;0.0041;0.0041;0.0041;0.0041;0.0041;0.0042;0.0041;0.0042;0.0041;0.0042;0.0042;0.0041;0.0042;0.0042;0.0072;0.0041;0.0041;0.0041;0.0041;0.0041;0.0041;0.0041;0.0041;0.0041;srednia;0.004211
